HP Frac,WWR,Wall R-Val,Win U-Val,Win SHGC,EUI (kWh/m2),TEDI (kWh/m2),GHGI (kgCO2/m2)
0,0.5,12,0.32,0.3,104.29,41.94,12.09
0,0.5,12,0.32,0.35,103.01,40.68,11.83
0,0.5,12,0.32,0.4,101.87,39.52,11.59
0,0.5,12,0.36,0.3,108.84,45.95,12.91
0,0.5,12,0.36,0.35,107.46,44.64,12.64
0,0.5,12,0.36,0.4,106.25,43.42,12.39
0,0.5,12,0.4,0.3,113.35,49.93,13.73
0,0.5,12,0.4,0.35,111.90,48.56,13.45
0,0.5,12,0.4,0.4,110.60,47.29,13.19
0,0.5,12,0.44,0.3,117.83,53.86,14.54
0,0.5,12,0.44,0.35,116.31,52.44,14.25
0,0.5,12,0.44,0.4,114.94,51.13,13.98
0,0.5,12,0.48,0.3,122.26,57.74,15.34
0,0.5,12,0.48,0.35,120.68,56.28,15.04
0,0.5,12,0.48,0.4,119.24,54.92,14.76
0,0.5,14,0.24,0.3,93.69,32.44,10.13
0,0.5,14,0.24,0.35,92.69,31.35,9.91
0,0.5,14,0.24,0.4,92.38,30.99,9.84
0,0.5,14,0.28,0.3,98.75,37.01,11.07
0,0.5,14,0.28,0.35,97.60,35.84,10.83
0,0.5,14,0.28,0.4,96.74,34.92,10.65
0,0.5,14,0.32,0.3,103.50,41.25,11.94
0,0.5,14,0.32,0.35,102.23,40.00,11.69
0,0.5,14,0.32,0.4,101.12,38.85,11.45
0,0.5,14,0.36,0.3,108.04,45.26,12.77
0,0.5,14,0.36,0.35,106.68,43.95,12.50
0,0.5,14,0.36,0.4,105.48,42.74,12.25
0,0.5,14,0.4,0.3,112.55,49.23,13.59
0,0.5,14,0.4,0.35,111.12,47.87,13.31
0,0.5,14,0.4,0.4,109.83,46.61,13.05
0,0.5,14,0.44,0.3,117.03,53.16,14.40
0,0.5,14,0.44,0.35,115.52,51.75,14.11
0,0.5,14,0.44,0.4,114.16,50.45,13.84
0,0.5,14,0.48,0.3,121.46,57.04,15.19
0,0.5,14,0.48,0.35,119.89,55.59,14.90
0,0.5,14,0.48,0.4,118.46,54.24,14.62
0,0.5,16,0.24,0.3,93.08,31.89,10.02
0,0.5,16,0.24,0.35,92.09,30.82,9.80
0,0.5,16,0.24,0.4,91.79,30.46,9.73
0,0.5,16,0.28,0.3,98.12,36.46,10.96
0,0.5,16,0.28,0.35,96.99,35.29,10.72
0,0.5,16,0.28,0.4,96.14,34.38,10.54
0,0.5,16,0.32,0.3,102.87,40.69,11.83
0,0.5,16,0.32,0.35,101.61,39.44,11.57
0,0.5,16,0.32,0.4,100.51,38.30,11.34
0,0.5,16,0.36,0.3,107.40,44.70,12.65
0,0.5,16,0.36,0.35,106.05,43.39,12.39
0,0.5,16,0.36,0.4,104.86,42.19,12.14
0,0.5,16,0.4,0.3,111.91,48.67,13.47
0,0.5,16,0.4,0.35,110.48,47.31,13.19
0,0.5,16,0.4,0.4,109.20,46.06,12.94
0,0.5,16,0.44,0.3,116.38,52.60,14.28
0,0.5,16,0.44,0.35,114.88,51.19,13.99
0,0.5,16,0.44,0.4,113.53,49.89,13.72
0,0.5,16,0.48,0.3,120.81,56.48,15.08
0,0.5,16,0.48,0.35,119.25,55.03,14.78
0,0.5,16,0.48,0.4,117.82,53.68,14.50
0,0.55,6,0.24,0.3,99.45,37.47,11.17
0,0.55,6,0.24,0.35,98.28,36.23,10.92
0,0.55,6,0.24,0.4,97.92,35.83,10.83
0,0.55,6,0.28,0.3,105.07,42.54,12.21
0,0.55,6,0.28,0.35,103.74,41.21,11.94
0,0.55,6,0.28,0.4,102.75,40.17,11.73
0,0.55,6,0.32,0.3,110.32,47.20,13.17
0,0.55,6,0.32,0.35,108.86,45.78,12.88
0,0.55,6,0.32,0.4,107.57,44.48,12.61
0,0.55,6,0.36,0.3,115.30,51.59,14.07
0,0.55,6,0.36,0.35,113.75,50.11,13.77
0,0.55,6,0.36,0.4,112.37,48.75,13.49
0,0.55,6,0.4,0.3,120.24,55.93,14.97
0,0.55,6,0.4,0.35,118.61,54.39,14.65
0,0.55,6,0.4,0.4,117.14,52.98,14.36
0,0.55,6,0.44,0.3,125.13,60.21,15.85
0,0.55,6,0.44,0.35,123.42,58.63,15.52
0,0.55,6,0.44,0.4,121.88,57.16,15.22
0,0.55,6,0.48,0.3,129.95,64.43,16.71
0,0.55,6,0.48,0.35,128.18,62.81,16.38
0,0.55,6,0.48,0.4,126.57,61.29,16.07
0,0.55,8,0.24,0.3,97.90,36.10,10.89
0,0.55,8,0.24,0.35,96.76,34.88,10.64
0,0.55,8,0.24,0.4,96.41,34.48,10.56
0,0.55,8,0.28,0.3,103.49,41.14,11.92
0,0.55,8,0.28,0.35,102.19,39.83,11.66
0,0.55,8,0.28,0.4,101.22,38.81,11.45
0,0.55,8,0.32,0.3,108.71,45.79,12.88
0,0.55,8,0.32,0.35,107.29,44.39,12.59
0,0.55,8,0.32,0.4,106.02,43.11,12.33
0,0.55,8,0.36,0.3,113.69,50.18,13.78
0,0.55,8,0.36,0.35,112.16,48.72,13.48
0,0.55,8,0.36,0.4,110.81,47.37,13.21
0,0.55,8,0.4,0.3,118.62,54.51,14.67
0,0.55,8,0.4,0.35,117.01,52.99,14.36
0,0.55,8,0.4,0.4,115.57,51.60,14.08
0,0.55,8,0.44,0.3,123.51,58.79,15.56
0,0.55,8,0.44,0.35,121.81,57.22,15.23
0,0.55,8,0.44,0.4,120.29,55.77,14.94
0,0.55,8,0.48,0.3,128.33,63.02,16.42
0,0.55,8,0.48,0.35,126.57,61.40,16.09
0,0.55,8,0.48,0.4,124.98,59.90,15.78
0,0.55,10,0.24,0.3,96.77,35.09,10.68
0,0.55,10,0.24,0.35,95.65,33.89,10.43
0,0.55,10,0.24,0.4,95.31,33.49,10.35
0,0.55,10,0.28,0.3,102.33,40.12,11.71
0,0.55,10,0.28,0.35,101.05,38.82,11.45
0,0.55,10,0.28,0.4,100.10,37.81,11.24
0,0.55,10,0.32,0.3,107.54,44.76,12.67
0,0.55,10,0.32,0.35,106.13,43.37,12.38
0,0.55,10,0.32,0.4,104.89,42.10,12.12
0,0.55,10,0.36,0.3,112.51,49.14,13.57
0,0.55,10,0.36,0.35,111.00,47.70,13.27
0,0.55,10,0.36,0.4,109.66,46.36,13.00
0,0.55,10,0.4,0.3,117.44,53.48,14.46
0,0.55,10,0.4,0.35,115.84,51.97,14.15
0,0.55,10,0.4,0.4,114.42,50.58,13.87
0,0.55,10,0.44,0.3,122.32,57.76,15.34
0,0.55,10,0.44,0.35,120.64,56.20,15.02
0,0.55,10,0.44,0.4,119.14,54.76,14.73
0,0.55,10,0.48,0.3,127.14,61.98,16.21
0,0.55,10,0.48,0.35,125.40,60.38,15.88
0,0.55,10,0.48,0.4,123.82,58.89,15.57
0,0.55,12,0.24,0.3,95.91,34.33,10.52
0,0.55,12,0.24,0.35,94.81,33.14,10.28
0,0.55,12,0.24,0.4,94.47,32.75,10.20
0,0.55,12,0.28,0.3,101.45,39.34,11.55
0,0.55,12,0.28,0.35,100.19,38.05,11.29
0,0.55,12,0.28,0.4,99.25,37.05,11.09
0,0.55,12,0.32,0.3,106.65,43.98,12.51
0,0.55,12,0.32,0.35,105.25,42.60,12.22
0,0.55,12,0.32,0.4,104.03,41.34,11.97
0,0.55,12,0.36,0.3,111.61,48.35,13.41
0,0.55,12,0.36,0.35,110.11,46.91,13.11
0,0.55,12,0.36,0.4,108.79,45.59,12.84
0,0.55,12,0.4,0.3,116.53,52.69,14.30
0,0.55,12,0.4,0.35,114.95,51.19,13.99
0,0.55,12,0.4,0.4,113.54,49.81,13.71
0,0.55,12,0.44,0.3,121.41,56.97,15.18
0,0.55,12,0.44,0.35,119.75,55.41,14.86
0,0.55,12,0.44,0.4,118.25,53.98,14.57
0,0.55,12,0.48,0.3,126.24,61.19,16.05
0,0.55,12,0.48,0.35,124.50,59.59,15.72
0,0.55,12,0.48,0.4,122.93,58.11,15.41
0,0.55,14,0.24,0.3,95.23,33.72,10.40
0,0.55,14,0.24,0.35,94.15,32.54,10.16
0,0.55,14,0.24,0.4,93.82,32.16,10.08
0,0.55,14,0.28,0.3,100.75,38.73,11.43
0,0.55,14,0.28,0.35,99.51,37.45,11.17
0,0.55,14,0.28,0.4,98.58,36.45,10.96
0,0.55,14,0.32,0.3,105.94,43.35,12.38
0,0.55,14,0.32,0.35,104.56,41.98,12.10
0,0.55,14,0.32,0.4,103.35,40.73,11.84
0,0.55,14,0.36,0.3,110.90,47.73,13.28
0,0.55,14,0.36,0.35,109.41,46.30,12.99
0,0.55,14,0.36,0.4,108.10,44.98,12.72
0,0.55,14,0.4,0.3,115.82,52.06,14.17
0,0.55,14,0.4,0.35,114.24,50.57,13.86
0,0.55,14,0.4,0.4,112.84,49.20,13.58
0,0.55,14,0.44,0.3,120.70,56.34,15.05
0,0.55,14,0.44,0.35,119.04,54.79,14.73
0,0.55,14,0.44,0.4,117.55,53.37,14.44
0,0.55,14,0.48,0.3,125.52,60.57,15.92
0,0.55,14,0.48,0.35,123.79,58.97,15.59
0,0.55,14,0.48,0.4,122.23,57.49,15.29
0,0.55,16,0.24,0.3,94.68,33.24,10.30
0,0.55,16,0.24,0.35,93.61,32.07,10.06
0,0.55,16,0.24,0.4,93.29,31.68,9.98
0,0.55,16,0.28,0.3,100.19,38.23,11.32
0,0.55,16,0.28,0.35,98.95,36.96,11.06
0,0.55,16,0.28,0.4,98.03,35.97,10.86
0,0.55,16,0.32,0.3,105.37,42.85,12.28
0,0.55,16,0.32,0.35,104.00,41.49,12.00
0,0.55,16,0.32,0.4,102.80,40.24,11.74
0,0.55,16,0.36,0.3,110.33,47.23,13.18
0,0.55,16,0.36,0.35,108.85,45.80,12.88
0,0.55,16,0.36,0.4,107.55,44.49,12.61
0,0.55,16,0.4,0.3,115.24,51.56,14.07
0,0.55,16,0.4,0.35,113.68,50.07,13.76
0,0.55,16,0.4,0.4,112.28,48.70,13.48
0,0.55,16,0.44,0.3,120.12,55.83,14.95
0,0.55,16,0.44,0.35,118.47,54.29,14.63
0,0.55,16,0.44,0.4,116.99,52.87,14.34
0,0.55,16,0.48,0.3,124.94,60.06,15.82
0,0.55,16,0.48,0.35,123.22,58.47,15.49
0,0.55,16,0.48,0.4,121.66,57.00,15.19
0,0.6,6,0.24,0.3,100.50,38.33,11.35
0,0.6,6,0.24,0.35,99.26,37.00,11.08
0,0.6,6,0.24,0.4,98.88,36.57,10.99
0,0.6,6,0.28,0.3,106.57,43.81,12.47
0,0.6,6,0.28,0.35,105.15,42.38,12.18
0,0.6,6,0.28,0.4,104.10,41.26,11.95
0,0.6,6,0.32,0.3,112.24,48.85,13.51
0,0.6,6,0.32,0.35,110.68,47.33,13.20
0,0.6,6,0.32,0.4,109.30,45.93,12.91
0,0.6,6,0.36,0.3,117.63,53.60,14.49
0,0.6,6,0.36,0.35,115.97,52.00,14.16
0,0.6,6,0.36,0.4,114.49,50.54,13.86
0,0.6,6,0.4,0.3,122.97,58.29,15.45
0,0.6,6,0.4,0.35,121.21,56.63,15.11
0,0.6,6,0.4,0.4,119.64,55.11,14.80
0,0.6,6,0.44,0.3,128.25,62.92,16.40
0,0.6,6,0.44,0.35,126.40,61.20,16.05
0,0.6,6,0.44,0.4,124.75,59.62,15.73
0,0.6,6,0.48,0.3,133.46,67.47,17.34
0,0.6,6,0.48,0.35,131.54,65.71,16.98
0,0.6,6,0.48,0.4,129.81,64.08,16.64
0,0.6,8,0.24,0.3,99.13,37.11,11.10
0,0.6,8,0.24,0.35,97.92,35.80,10.83
0,0.6,8,0.24,0.4,97.55,35.38,10.74
0,0.6,8,0.28,0.3,105.17,42.57,12.22
0,0.6,8,0.28,0.35,103.77,41.15,11.93
0,0.6,8,0.28,0.4,102.74,40.06,11.71
0,0.6,8,0.32,0.3,110.82,47.61,13.25
0,0.6,8,0.32,0.35,109.29,46.09,12.94
0,0.6,8,0.32,0.4,107.93,44.71,12.66
0,0.6,8,0.36,0.3,116.21,52.35,14.23
0,0.6,8,0.36,0.35,114.56,50.77,13.91
0,0.6,8,0.36,0.4,113.10,49.32,13.61
0,0.6,8,0.4,0.3,121.54,57.04,15.19
0,0.6,8,0.4,0.35,119.79,55.39,14.86
0,0.6,8,0.4,0.4,118.25,53.88,14.55
0,0.6,8,0.44,0.3,126.82,61.66,16.15
0,0.6,8,0.44,0.35,124.98,59.96,15.80
0,0.6,8,0.44,0.4,123.35,58.39,15.47
0,0.6,8,0.48,0.3,132.03,66.22,17.08
0,0.6,8,0.48,0.35,130.12,64.47,16.72
0,0.6,8,0.48,0.4,128.40,62.85,16.39
0,0.6,10,0.24,0.3,98.13,36.22,10.91
0,0.6,10,0.24,0.35,96.94,34.92,10.65
0,0.6,10,0.24,0.4,96.58,34.50,10.56
0,0.6,10,0.28,0.3,104.14,41.67,12.03
0,0.6,10,0.28,0.35,102.77,40.26,11.75
0,0.6,10,0.28,0.4,101.75,39.17,11.52
0,0.6,10,0.32,0.3,109.79,46.69,13.07
0,0.6,10,0.32,0.35,108.26,45.19,12.76
0,0.6,10,0.32,0.4,106.93,43.82,12.48
0,0.6,10,0.36,0.3,115.16,51.43,14.04
0,0.6,10,0.36,0.35,113.53,49.86,13.72
0,0.6,10,0.36,0.4,112.09,48.42,13.43
0,0.6,10,0.4,0.3,120.49,56.12,15.01
0,0.6,10,0.4,0.35,118.76,54.48,14.67
0,0.6,10,0.4,0.4,117.23,52.99,14.36
0,0.6,10,0.44,0.3,125.77,60.75,15.96
0,0.6,10,0.44,0.35,123.95,59.05,15.61
0,0.6,10,0.44,0.4,122.32,57.49,15.29
0,0.6,10,0.48,0.3,130.98,65.31,16.89
0,0.6,10,0.48,0.35,129.08,63.56,16.54
0,0.6,10,0.48,0.4,127.37,61.95,16.21
0,0.6,12,0.24,0.3,97.36,35.54,10.77
0,0.6,12,0.24,0.35,96.19,34.26,10.51
0,0.6,12,0.24,0.4,95.84,33.84,10.43
0,0.6,12,0.28,0.3,103.36,40.97,11.89
0,0.6,12,0.28,0.35,102.00,39.58,11.61
0,0.6,12,0.28,0.4,101.00,38.50,11.39
0,0.6,12,0.32,0.3,108.99,46.00,12.92
0,0.6,12,0.32,0.35,107.48,44.50,12.62
0,0.6,12,0.32,0.4,106.17,43.14,12.34
0,0.6,12,0.36,0.3,114.36,50.73,13.90
0,0.6,12,0.36,0.35,112.74,49.17,13.58
0,0.6,12,0.36,0.4,111.32,47.74,13.28
0,0.6,12,0.4,0.3,119.69,55.42,14.86
0,0.6,12,0.4,0.35,117.97,53.79,14.53
0,0.6,12,0.4,0.4,116.45,52.30,14.22
0,0.6,12,0.44,0.3,124.97,60.04,15.81
0,0.6,12,0.44,0.35,123.15,58.36,15.47
0,0.6,12,0.44,0.4,121.54,56.81,15.15
0,0.6,12,0.48,0.3,130.17,64.60,16.75
0,0.6,12,0.48,0.35,128.29,62.87,16.39
0,0.6,12,0.48,0.4,126.59,61.26,16.06
0,0.6,14,0.24,0.3,96.76,35.01,10.66
0,0.6,14,0.24,0.35,95.61,33.73,10.40
0,0.6,14,0.24,0.4,95.26,33.32,10.32
0,0.6,14,0.28,0.3,102.74,40.43,11.78
0,0.6,14,0.28,0.35,101.40,39.04,11.50
0,0.6,14,0.28,0.4,100.41,37.97,11.28
0,0.6,14,0.32,0.3,108.37,45.44,12.81
0,0.6,14,0.32,0.35,106.87,43.96,12.51
0,0.6,14,0.32,0.4,105.57,42.60,12.23
0,0.6,14,0.36,0.3,113.73,50.18,13.78
0,0.6,14,0.36,0.35,112.13,48.63,13.47
0,0.6,14,0.36,0.4,110.71,47.20,13.17
0,0.6,14,0.4,0.3,119.06,54.87,14.75
0,0.6,14,0.4,0.35,117.35,53.24,14.41
0,0.6,14,0.4,0.4,115.83,51.76,14.11
0,0.6,14,0.44,0.3,124.33,59.49,15.70
0,0.6,14,0.44,0.35,122.53,57.81,15.35
0,0.6,14,0.44,0.4,120.92,56.26,15.04
0,0.6,14,0.48,0.3,129.54,64.05,16.64
0,0.6,14,0.48,0.35,127.66,62.32,16.28
0,0.6,14,0.48,0.4,125.97,60.72,15.95
0,0.6,16,0.24,0.3,96.28,34.57,10.57
0,0.6,16,0.24,0.35,95.13,33.31,10.32
0,0.6,16,0.24,0.4,94.79,32.90,10.23
0,0.6,16,0.28,0.3,102.24,39.99,11.69
0,0.6,16,0.28,0.35,100.91,38.61,11.41
0,0.6,16,0.28,0.4,99.93,37.54,11.19
0,0.6,16,0.32,0.3,107.86,45.00,12.72
0,0.6,16,0.32,0.35,106.37,43.52,12.42
0,0.6,16,0.32,0.4,105.08,42.17,12.14
0,0.6,16,0.36,0.3,113.23,49.73,13.69
0,0.6,16,0.36,0.35,111.62,48.19,13.37
0,0.6,16,0.36,0.4,110.22,46.76,13.08
0,0.6,16,0.4,0.3,118.55,54.42,14.66
0,0.6,16,0.4,0.35,116.84,52.80,14.32
0,0.6,16,0.4,0.4,115.34,51.32,14.02
0,0.6,16,0.44,0.3,123.82,59.04,15.61
0,0.6,16,0.44,0.35,122.02,57.36,15.26
0,0.6,16,0.44,0.4,120.42,55.82,14.95
0,0.6,16,0.48,0.3,129.03,63.60,16.54
0,0.6,16,0.48,0.35,127.15,61.87,16.19
0,0.6,16,0.48,0.4,125.47,60.28,15.86
0.5,0.35,6,0.24,0.3,76.67,34.02,5.55
0.5,0.35,6,0.24,0.35,76.14,33.16,5.46
0.5,0.35,6,0.24,0.4,75.97,32.87,5.43
0.5,0.35,6,0.28,0.3,79.13,37.37,5.90
0.5,0.35,6,0.28,0.35,78.54,36.46,5.80
0.5,0.35,6,0.28,0.4,78.10,35.75,5.73
0.5,0.35,6,0.32,0.3,81.42,40.44,6.22
0.5,0.35,6,0.32,0.35,80.79,39.50,6.12
0.5,0.35,6,0.32,0.4,80.22,38.61,6.03
0.5,0.35,6,0.36,0.3,83.60,43.34,6.53
0.5,0.35,6,0.36,0.35,82.94,42.37,6.42
0.5,0.35,6,0.36,0.4,82.34,41.45,6.33
0.5,0.35,6,0.4,0.3,85.77,46.21,6.83
0.5,0.35,6,0.4,0.35,85.08,45.21,6.72
0.5,0.35,6,0.4,0.4,84.45,44.26,6.62
0.5,0.35,6,0.44,0.3,87.93,49.06,7.13
0.5,0.35,6,0.44,0.35,87.21,48.03,7.02
0.5,0.35,6,0.44,0.4,86.55,47.06,6.92
0.5,0.35,6,0.48,0.3,90.07,51.88,7.42
0.5,0.35,6,0.48,0.35,89.33,50.82,7.31
0.5,0.35,6,0.48,0.4,88.64,49.83,7.21
0.5,0.35,8,0.24,0.3,75.16,32.00,5.34
0.5,0.35,8,0.24,0.35,74.65,31.16,5.25
0.5,0.35,8,0.24,0.4,74.49,30.88,5.22
0.5,0.35,8,0.28,0.3,77.59,35.33,5.68
0.5,0.35,8,0.28,0.35,77.03,34.44,5.59
0.5,0.35,8,0.28,0.4,76.60,33.74,5.52
0.5,0.35,8,0.32,0.3,79.86,38.38,6.00
0.5,0.35,8,0.32,0.35,79.26,37.46,5.91
0.5,0.35,8,0.32,0.4,78.71,36.59,5.82
0.5,0.35,8,0.36,0.3,82.04,41.28,6.31
0.5,0.35,8,0.36,0.35,81.39,40.32,6.21
0.5,0.35,8,0.36,0.4,80.81,39.42,6.11
0.5,0.35,8,0.4,0.3,84.20,44.15,6.61
0.5,0.35,8,0.4,0.35,83.53,43.16,6.51
0.5,0.35,8,0.4,0.4,82.91,42.23,6.41
0.5,0.35,8,0.44,0.3,86.35,46.99,6.91
0.5,0.35,8,0.44,0.35,85.65,45.97,6.80
0.5,0.35,8,0.44,0.4,85.00,45.02,6.70
0.5,0.35,8,0.48,0.3,88.49,49.81,7.20
0.5,0.35,8,0.48,0.35,87.76,48.77,7.10
0.5,0.35,8,0.48,0.4,87.08,47.78,6.99
0.5,0.35,10,0.24,0.3,74.06,30.53,5.18
0.5,0.35,10,0.24,0.35,73.57,29.71,5.10
0.5,0.35,10,0.24,0.4,73.42,29.43,5.07
0.5,0.35,10,0.28,0.3,76.47,33.83,5.53
0.5,0.35,10,0.28,0.35,75.92,32.96,5.44
0.5,0.35,10,0.28,0.4,75.51,32.28,5.37
0.5,0.35,10,0.32,0.3,78.73,36.88,5.85
0.5,0.35,10,0.32,0.35,78.14,35.97,5.75
0.5,0.35,10,0.32,0.4,77.61,35.12,5.66
0.5,0.35,10,0.36,0.3,80.89,39.77,6.15
0.5,0.35,10,0.36,0.35,80.27,38.82,6.05
0.5,0.35,10,0.36,0.4,79.70,37.93,5.96
0.5,0.35,10,0.4,0.3,83.05,42.63,6.45
0.5,0.35,10,0.4,0.35,82.39,41.66,6.35
0.5,0.35,10,0.4,0.4,81.79,40.74,6.25
0.5,0.35,10,0.44,0.3,85.20,45.47,6.75
0.5,0.35,10,0.44,0.35,84.51,44.47,6.64
0.5,0.35,10,0.44,0.4,83.87,43.52,6.55
0.5,0.35,10,0.48,0.3,87.33,48.29,7.04
0.5,0.35,10,0.48,0.35,86.61,47.26,6.94
0.5,0.35,10,0.48,0.4,85.95,46.29,6.84
0.5,0.35,12,0.24,0.3,73.22,29.41,5.06
0.5,0.35,12,0.24,0.35,72.75,28.61,4.98
0.5,0.35,12,0.24,0.4,72.60,28.34,4.95
0.5,0.35,12,0.28,0.3,75.61,32.69,5.41
0.5,0.35,12,0.28,0.35,75.08,31.84,5.32
0.5,0.35,12,0.28,0.4,74.68,31.16,5.25
0.5,0.35,12,0.32,0.3,77.86,35.73,5.73
0.5,0.35,12,0.32,0.35,77.29,34.83,5.63
0.5,0.35,12,0.32,0.4,76.77,33.99,5.55
0.5,0.35,12,0.36,0.3,80.02,38.61,6.03
0.5,0.35,12,0.36,0.35,79.41,37.68,5.93
0.5,0.35,12,0.36,0.4,78.85,36.80,5.84
0.5,0.35,12,0.4,0.3,82.17,41.48,6.33
0.5,0.35,12,0.4,0.35,81.52,40.51,6.23
0.5,0.35,12,0.4,0.4,80.93,39.60,6.13
0.5,0.35,12,0.44,0.3,84.32,44.32,6.63
0.5,0.35,12,0.44,0.35,83.63,43.32,6.52
0.5,0.35,12,0.44,0.4,83.01,42.38,6.43
0.5,0.35,12,0.48,0.3,86.45,47.13,6.92
0.5,0.35,12,0.48,0.35,85.74,46.11,6.82
0.5,0.35,12,0.48,0.4,85.09,45.14,6.72
0.5,0.35,14,0.24,0.3,72.56,28.53,4.97
0.5,0.35,14,0.24,0.35,72.11,27.74,4.89
0.5,0.35,14,0.24,0.4,71.97,27.47,4.86
0.5,0.35,14,0.28,0.3,74.94,31.80,5.31
0.5,0.35,14,0.28,0.35,74.42,30.95,5.23
0.5,0.35,14,0.28,0.4,74.03,30.29,5.16
0.5,0.35,14,0.32,0.3,77.18,34.83,5.63
0.5,0.35,14,0.32,0.35,76.61,33.94,5.54
0.5,0.35,14,0.32,0.4,76.11,33.11,5.45
0.5,0.35,14,0.36,0.3,79.33,37.70,5.93
0.5,0.35,14,0.36,0.35,78.73,36.78,5.84
0.5,0.35,14,0.36,0.4,78.18,35.91,5.75
0.5,0.35,14,0.4,0.3,81.48,40.56,6.23
0.5,0.35,14,0.4,0.35,80.84,39.60,6.13
0.5,0.35,14,0.4,0.4,80.26,38.70,6.04
0.5,0.35,14,0.44,0.3,83.62,43.40,6.53
0.5,0.35,14,0.44,0.35,82.95,42.41,6.43
0.5,0.35,14,0.44,0.4,82.33,41.48,6.33
0.5,0.35,14,0.48,0.3,85.75,46.21,6.83
0.5,0.35,14,0.48,0.35,85.05,45.20,6.72
0.5,0.35,14,0.48,0.4,84.40,44.24,6.62
0.5,0.35,16,0.24,0.3,72.03,27.82,4.90
0.5,0.35,16,0.24,0.35,71.59,27.04,4.82
0.5,0.35,16,0.24,0.4,71.46,26.78,4.79
0.5,0.35,16,0.28,0.3,74.39,31.07,5.24
0.5,0.35,16,0.28,0.35,73.88,30.24,5.15
0.5,0.35,16,0.28,0.4,73.51,29.58,5.08
0.5,0.35,16,0.32,0.3,76.63,34.10,5.55
0.5,0.35,16,0.32,0.35,76.07,33.21,5.46
0.5,0.35,16,0.32,0.4,75.57,32.39,5.38
0.5,0.35,16,0.36,0.3,78.78,36.97,5.86
0.5,0.35,16,0.36,0.35,78.18,36.05,5.76
0.5,0.35,16,0.36,0.4,77.65,35.19,5.67
0.5,0.35,16,0.4,0.3,80.92,39.82,6.16
0.5,0.35,16,0.4,0.35,80.29,38.87,6.06
0.5,0.35,16,0.4,0.4,79.72,37.98,5.96
0.5,0.35,16,0.44,0.3,83.06,42.66,6.45
0.5,0.35,16,0.44,0.35,82.39,41.68,6.35
0.5,0.35,16,0.44,0.4,81.79,40.75,6.25
0.5,0.35,16,0.48,0.3,85.19,45.47,6.75
0.5,0.35,16,0.48,0.35,84.49,44.46,6.64
0.5,0.35,16,0.48,0.4,83.85,43.51,6.54
0.5,0.4,6,0.24,0.3,77.39,34.89,5.64
0.5,0.4,6,0.24,0.35,76.81,33.93,5.54
0.5,0.4,6,0.24,0.4,76.63,33.61,5.51
0.5,0.4,6,0.28,0.3,80.16,38.68,6.04
0.5,0.4,6,0.28,0.35,79.51,37.66,5.93
0.5,0.4,6,0.28,0.4,79.02,36.86,5.85
0.5,0.4,6,0.32,0.3,82.75,42.16,6.40
0.5,0.4,6,0.32,0.35,82.05,41.09,6.29
0.5,0.4,6,0.32,0.4,81.42,40.09,6.19
0.5,0.4,6,0.36,0.3,85.23,45.44,6.75
